Call;Organisation;Project title;Applicant / Contact person;Decision No.;Decision date;Funding period;Funding
ICT 2023: Beyond 5G systems LT;VTT Technical Research Centre of Finland Ltd;Wafer Level Integrated THz Communication Link - TeraCom / Consortium: TeraCom;Pursula, Pekka;319680;02.10.2018;01.01.2019 - 31.12.2021;400.000
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;Aalto University;Active knowledge discovery in graphs;Gionis, Aristides;313927;10.10.2017;01.01.2018 - 31.12.2019;235.203
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;Aalto University;Deep neural networks in scene graph generation for perception of visual multimedia semantics;Laaksonen, Jorma;313988;10.10.2017;01.01.2018 - 31.12.2019;273.884
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;Aalto University;Deep reinforcement learning for physical agents / Consortium: DEEPEN;Kyrki, Ville;313966;10.10.2017;01.01.2018 - 31.12.2019;225.141
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;Aalto University;Probabilistic Deep Learning via Hierarchical Stochastic Partial Differential Equations / Consortium: AO;Särkkä, Simo;313708;10.10.2017;01.01.2018 - 31.12.2019;173.381
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;Aalto University;Reliable Automated Bayesian Machine Learning / Consortium: RAB-ML;Vehtari, Aki;313122;10.10.2017;01.01.2018 - 31.12.2019;191.081
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;Aalto University;Structure from randomization;Puolamäki, Kai;313513;10.10.2017;01.01.2018 - 31.08.2018;55.586
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;Aalto University;Tensor Learning for Biomedicine / Consortium: TensorBiomed;Lähdesmäki, Harri;313271;10.10.2017;01.01.2018 - 31.12.2019;113.602
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;Aalto University;Tensor Learning for Biomedicine / Consortium: TensorBiomed;Rousu, Juho;313268;10.10.2017;01.01.2018 - 31.12.2019;167.084
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;Aalto University;White-boxed artificial intelligence / Consortium: WAI;Kaski, Samuel;313195;10.10.2017;01.01.2018 - 31.12.2019;153.084
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;Aalto University;White-boxed artificial intelligence / Consortium: WAI;Oulasvirta, Antti;313196;10.10.2017;01.01.2018 - 31.12.2019;155.003
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;Lappeenranta-Lahti University of Technology LUT;Automatic segmentation of overlapping objects for cell image analysis (CellVision);Kälviäinen, Heikki;313598;10.10.2017;01.01.2018 - 31.12.2019;188.874
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;Lappeenranta-Lahti University of Technology LUT;Probabilistic Deep Learning via Hierarchical Stochastic Partial Differential Equations / Consortium: AO;Roininen, Lassi;326341;10.10.2017;01.01.2018 - 31.12.2019;123.457
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;Tampere University;DeGAMLA: Deep learning, Generative networks, Autoencoders and Machine Learning for Bioimage Analysis;Ruusuvuori, Pekka;326463;10.10.2017;01.01.2019 - 31.12.2019;129.254
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;Tampere University;Machine learning for exploratory search over multiple data domains (ExceeD);Peltonen, Jaakko;326465;10.10.2017;01.01.2019 - 31.12.2019;195.940
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Eastern Finland;Deep reinforcement learning for physical agents / Consortium: DEEPEN;Hautamäki, Ville;313970;10.10.2017;01.01.2018 - 31.12.2019;216.134
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Helsinki;Cooperation-Aware Software and Creative Self-Adaptivity (CACS);Toivonen, Hannu;313973;10.10.2017;01.01.2018 - 31.12.2019;313.397
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Helsinki;NEUROADAPT: Neuro-adaptive Intention Learning;Ruotsalo, Tuukka;313610;10.10.2017;01.01.2018 - 31.12.2019;298.530
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Helsinki;Natural Language Understanding with Cross-Lingual Grounding;Tiedemann, Jörg;314062;10.10.2017;01.01.2018 - 31.12.2019;330.981
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Helsinki;Probabilistic Machine Learning for Quantum Mechanics-Based Material Design / Consortium: MachQu;Djurabekova, Flyura;313867;10.10.2017;01.01.2018 - 31.12.2019;136.125
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Helsinki;Probabilistic Machine Learning for Quantum Mechanics-Based Material Design / Consortium: MachQu;Roos, Teemu;313857;10.10.2017;01.01.2018 - 31.12.2019;220.530
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Helsinki;Reliable Automated Bayesian Machine Learning / Consortium: RAB-ML;Honkela, Antti;313124;10.10.2017;01.01.2018 - 31.12.2019;187.249
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Helsinki;Reliable Automated Bayesian Machine Learning / Consortium: RAB-ML;Klami, Arto;313125;10.10.2017;01.01.2018 - 31.12.2019;172.989
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Helsinki;Structure from randomization;Puolamäki, Kai;326339;10.10.2017;01.01.2018 - 31.12.2019;257.556
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Helsinki;Tensor Learning for Biomedicine / Consortium: TensorBiomed;Aittokallio, Tero;313267;10.10.2017;01.01.2018 - 31.12.2019;94.555
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Helsinki;Tensor Learning for Biomedicine / Consortium: TensorBiomed;Mustonen, Ville;313270;10.10.2017;01.01.2018 - 31.12.2019;181.279
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Oulu;Probabilistic Deep Learning via Hierarchical Stochastic Partial Differential Equations / Consortium: AO;Roininen, Lassi;313709;10.10.2017;01.01.2018 - 31.12.2019;51.835
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Oulu;Separable Modality Learning;Zhao, Guoying;313600;10.10.2017;01.01.2018 - 31.12.2019;306.950
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Tampere -2018;DeGAMLA: Deep learning, Generative networks, Autoencoders and Machine Learning for Bioimage Analysis;Ruusuvuori, Pekka;313921;10.10.2017;01.01.2018 - 31.12.2018;58.417
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Tampere -2018;Machine learning for exploratory search over multiple data domains (ExceeD);Peltonen, Jaakko;313748;10.10.2017;01.01.2018 - 31.12.2018;122.488
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Turku;LARA: Learning and Assessing Risks for Enhancing Dependability of Autonomous Socio-Technical Systems / Consortium: LARA;Plosila, Juha;314048;10.10.2017;01.01.2018 - 31.12.2019;206.604
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Turku;Tensor Learning for Biomedicine / Consortium: TensorBiomed;Karmitsa, Napsu;313269;10.10.2017;01.01.2018 - 31.12.2019;79.527
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;University of Turku;Tensor Learning for Biomedicine / Consortium: TensorBiomed;Pahikkala, Tapio;313266;10.10.2017;01.01.2018 - 31.12.2019;186.930
ICT 2023: Computation, Machine Learning and Artificial Intelligence LT;Åbo Akademi University;LARA: Learning and Assessing Risks for Enhancing Dependability of Autonomous Socio-Technical Systems / Consortium: LARA;Troubitsyna, Elena;314047;10.10.2017;01.01.2018 - 31.12.2019;209.933
ICT 2023: Industrial Internet LT;Aalto University;Digital Twin of Rotor System / Consortium: TwinRotor;Hiekkanen, Kari;313677;10.10.2017;01.01.2018 - 31.12.2019;169.207
ICT 2023: Industrial Internet LT;Aalto University;Digital Twin of Rotor System / Consortium: TwinRotor;Kuosmanen, Petri;313675;10.10.2017;01.01.2018 - 31.12.2019;164.774
ICT 2023: Industrial Internet LT;Aalto University;Synergistic and intelligent process optimization / Consortium: SINGPRO;Harjunkoski, Iiro;313466;10.10.2017;01.01.2018 - 31.12.2019;340.237
ICT 2023: Industrial Internet LT;Aalto University;Synergistic and intelligent process optimization / Consortium: SINGPRO;Heljanko, Keijo;313469;10.10.2017;01.01.2018 - 31.12.2018;25.307
ICT 2023: Industrial Internet LT;Finnish Meteorological Institute;Industrial Internet and Data Analysis in Marine Industries / Consortium: IIDA-MARI;Laine, Marko;313828;10.10.2017;01.01.2018 - 31.12.2019;164.295
ICT 2023: Industrial Internet LT;Lappeenranta-Lahti University of Technology LUT;Digital Twin of Rotor System / Consortium: TwinRotor;Sopanen, Jussi;313676;10.10.2017;01.01.2018 - 31.12.2019;165.208
ICT 2023: Industrial Internet LT;Lappeenranta-Lahti University of Technology LUT;Industrial Internet and Data Analysis in Marine Industries / Consortium: IIDA-MARI;Haario, Heikki;313827;10.10.2017;01.01.2018 - 31.12.2019;277.692
ICT 2023: Industrial Internet LT;Tampere University;PRISMA: Positioning-aided Reliably-connected Industrial Systems with Mobile mmWave Access / Consortium: CRITIC;Andreev, Sergey;326469;10.10.2017;01.01.2019 - 31.12.2019;33.814
ICT 2023: Industrial Internet LT;Tampere University;PRISMA: Positioning-aided Reliably-connected Industrial Systems with Mobile mmWave Access / Consortium: CRITIC;Lohan, Simona;326467;10.10.2017;01.01.2019 - 31.12.2019;86.091
ICT 2023: Industrial Internet LT;Tampere University of Technology -2018;PRISMA: Positioning-aided Reliably-connected Industrial Systems with Mobile mmWave Access / Consortium: CRITIC;Andreev, Sergey;313040;10.10.2017;01.01.2018 - 31.12.2018;116.186
ICT 2023: Industrial Internet LT;Tampere University of Technology -2018;PRISMA: Positioning-aided Reliably-connected Industrial Systems with Mobile mmWave Access / Consortium: CRITIC;Lohan, Simona;313039;10.10.2017;01.01.2018 - 31.12.2018;63.909
ICT 2023: Industrial Internet LT;University of Helsinki;SHINE: Self-healing Software-defined Industrial Networks;Tarkoma, Sasu;314008;10.10.2017;01.01.2018 - 31.12.2019;283.107
ICT 2023: Industrial Internet LT;University of Helsinki;Synergistic and intelligent process optimization / Consortium: SINGPRO;Heljanko, Keijo;327533;10.10.2017;01.01.2019 - 31.12.2019;132.677
ICT 2023: Industrial Internet LT;University of Helsinki;Where's My Data? Managing Data in Edge Computing Environments;Kangasharju, Jussi;313477;10.10.2017;01.01.2018 - 31.12.2019;195.497
ICT 2023: Industrial Internet LT;University of Oulu;Adaptive, Efficient and Reliable Edge Computing for Industrial Applications;Ylianttila, Mika;313951;10.10.2017;01.01.2018 - 31.12.2019;261.686
ICT 2023: Industrial Internet LT;University of Oulu;IIoT connectivity for mechanical systems / Consortium: ICONICAL;Juntti, Markku;313468;10.10.2017;01.01.2018 - 31.12.2019;249.076
ICT 2023: Industrial Internet LT;University of Oulu;IIoT connectivity for mechanical systems / Consortium: ICONICAL;Silvén, Olli;313467;10.10.2017;01.01.2018 - 31.12.2019;361.501
ICT 2023: Industrial Internet LT;University of Oulu;PRISMA: Positioning-aided Reliably-connected Industrial Systems with Mobile mmWave Access / Consortium: CRITIC;Morais de Lima, Carlos;313410;10.10.2017;01.01.2018 - 31.12.2019;150.000
ICT 2023: Industrial Internet LT;University of Oulu;PRISMA: Positioning-aided Reliably-connected Industrial Systems with Mobile mmWave Access / Consortium: CRITIC;Tölli, Antti-Heikki;313041;10.10.2017;01.01.2018 - 31.12.2019;150.000
ICT 2023: Information Security 2015, second stage LT;Aalto University;Number-theoretic and combinatorial tools for private and secure cloud services / Consortium: PRInSECC;Hollanti, Camilla;303819;20.06.2016;01.07.2016 - 30.06.2018;348.796
ICT 2023: Information Security 2015, second stage LT;Aalto University;Privacy-aware Data Science (PADS) / Consortium: PADS;Kaski, Samuel;303816;20.06.2016;01.07.2016 - 30.06.2018;206.253
ICT 2023: Information Security 2015, second stage LT;Finnish Geospatial Research Institute (FGI) in the National Land Survey of Finland;Information Security of Location Estimation and Navigation Applications / Consortium: INSURE;Kuusniemi, Heidi;303575;20.06.2016;01.09.2016 - 31.08.2018;289.950
ICT 2023: Information Security 2015, second stage LT;Tampere University of Technology -2018;ATHENA: Authenticated Encryption Analysis;Brumley, Billy;303814;20.06.2016;01.09.2016 - 31.08.2018;169.222
ICT 2023: Information Security 2015, second stage LT;Tampere University of Technology -2018;Information Security of Location Estimation and Navigation Applications / Consortium: INSURE;Lohan, Simona;303576;20.06.2016;01.09.2016 - 31.08.2018;249.998
ICT 2023: Information Security 2015, second stage LT;University of Helsinki;Context Sensing for Security;Nurmi, Petteri;303825;20.06.2016;01.07.2016 - 30.06.2018;170.064
ICT 2023: Information Security 2015, second stage LT;University of Helsinki;Information Security of Location Estimation and Navigation Applications / Consortium: INSURE;Järvinen, Kimmo;303578;20.06.2016;01.09.2016 - 31.08.2018;207.225
ICT 2023: Information Security 2015, second stage LT;University of Helsinki;Information Security of Location Estimation and Navigation Applications / Consortium: INSURE;Korpisaari, Päivi;303577;20.06.2016;01.09.2016 - 31.10.2018;200.625
ICT 2023: Information Security 2015, second stage LT;University of Helsinki;Privacy-aware Data Science (PADS) / Consortium: PADS;Tarkoma, Sasu;303815;20.06.2016;01.07.2016 - 30.06.2018;310.751
ICT 2023: Information Security 2015, second stage LT;University of Oulu;SAFE: Secure and smArt Future nEtworks;Latva-aho, Matti;303532;20.06.2016;01.09.2016 - 31.08.2018;304.999
ICT 2023: Information Security 2015, second stage LT;Åbo Akademi University;Number-theoretic and combinatorial tools for private and secure cloud services / Consortium: PRInSECC;Ernvall-Hytönen, Anne-Maria;303820;20.06.2016;01.07.2016 - 30.06.2018;126.794
ICT 2023: Innovation, Business and Sustainability in and with Software LT;Aalto University;Cryptographic Protocol Efficiency via SAT solving (CryptoProSAT);Brzuska, Chris;328698;04.09.2019;01.01.2020 - 31.12.2023;444.000
ICT 2023: Innovation, Business and Sustainability in and with Software LT;Aalto University;Strategic approach to scalable platform-based software and systems development / Consortium: SASSE;Rossi, Matti;328738;04.09.2019;01.01.2020 - 30.06.2023;237.861
